battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1438,False,2.2,False,0,True,32,0.6,176.0,7,6,683.0,1663.0,869,19,13,9,True,True,True,low Cost
1661,True,1.4,False,0,False,29,0.3,119.0,2,0,536.0,861.0,591,9,2,9,True,True,True,low Cost
1846,True,0.6,False,1,False,19,0.7,159.0,1,2,83.0,773.0,1333,15,6,11,False,True,True,Medium Cost
1260,True,2.0,True,2,True,23,0.2,123.0,7,10,905.0,1313.0,2208,12,11,10,True,False,True,High Cost
512,True,0.5,True,7,False,15,0.9,83.0,3,15,249.0,1849.0,2610,18,14,15,False,True,True,High Cost
581,False,2.2,False,0,False,59,0.7,185.0,5,6,803.0,1613.0,2819,19,17,9,False,False,True,High Cost
1872,True,2.3,False,6,False,44,0.7,134.0,3,15,459.0,1259.0,1955,9,4,15,True,False,True,High Cost
687,True,1.3,False,9,True,50,0.6,151.0,4,20,584.0,1151.0,3416,14,6,8,True,True,False,Very High Cost
1062,True,2.5,True,6,False,10,0.9,160.0,1,13,1596.0,1807.0,3803,7,3,16,False,False,True,Very High Cost
1678,True,2.3,True,11,False,7,0.5,192.0,1,14,418.0,1763.0,574,5,3,19,True,False,False,low Cost
1417,True,0.5,False,10,True,45,0.9,166.0,4,19,364.0,1029.0,2129,13,9,12,True,False,True,Medium Cost
1074,False,2.4,True,2,True,9,0.9,103.0,6,14,946.0,952.0,1948,13,1,18,True,True,True,Medium Cost
1832,False,0.7,False,2,False,2,0.6,90.0,7,6,186.0,654.0,2978,18,7,18,False,False,False,High Cost
1039,False,1.3,False,0,True,12,0.8,200.0,8,0,1428.0,1827.0,1619,7,1,10,True,True,True,Medium Cost
1059,False,2.4,False,8,False,61,0.1,134.0,3,18,1613.0,1916.0,3716,15,13,11,True,True,False,Very High Cost
1606,False,1.4,False,3,False,57,0.1,154.0,4,4,1127.0,1924.0,3454,13,8,20,False,False,True,Very High Cost
1928,True,1.8,False,9,True,19,1.0,187.0,3,20,691.0,1580.0,3777,7,2,13,True,True,True,Very High Cost
1875,True,0.5,True,11,True,55,0.7,91.0,1,17,1802.0,1942.0,2712,7,2,6,True,False,True,Very High Cost
1128,True,1.1,False,9,True,46,0.9,135.0,8,10,751.0,1582.0,1434,5,0,11,True,False,False,Medium Cost
1748,False,1.7,True,6,True,14,0.5,146.0,3,7,859.0,1234.0,3968,16,12,3,True,False,True,Very High Cost
1413,False,0.5,True,5,False,51,0.3,117.0,5,11,187.0,517.0,3383,16,5,2,False,False,False,Very High Cost
825,False,0.5,True,0,True,23,0.1,86.0,2,0,206.0,1917.0,3278,8,6,2,True,False,True,Very High Cost
1589,True,1.4,False,3,True,26,0.1,100.0,8,16,1673.0,1759.0,3970,16,8,18,True,False,True,Very High Cost
535,True,0.5,True,8,True,54,0.5,145.0,8,15,710.0,939.0,2674,14,8,10,True,False,False,High Cost
1780,True,0.5,False,6,False,27,0.1,190.0,4,11,1331.0,1463.0,2776,19,17,14,True,True,True,Very High Cost
1671,False,0.6,True,7,True,61,0.1,129.0,2,11,263.0,848.0,2336,10,4,7,True,False,False,High Cost
1821,False,0.9,False,9,True,12,0.3,114.0,1,18,97.0,1803.0,2430,7,4,6,True,True,True,High Cost
1076,True,2.6,False,3,True,38,0.7,119.0,6,8,129.0,915.0,891,18,3,9,True,True,False,low Cost
532,True,0.8,True,3,False,8,0.1,193.0,5,10,1213.0,1354.0,728,13,5,8,True,True,False,low Cost
777,True,2.6,False,3,False,30,0.9,148.0,5,17,189.0,1143.0,3886,14,10,7,True,False,False,Very High Cost
1217,True,0.5,False,3,False,17,0.5,182.0,4,13,628.0,632.0,1711,7,3,9,True,False,True,Medium Cost
1656,True,1.6,True,0,False,16,1.0,117.0,7,2,320.0,899.0,2856,14,3,20,True,True,True,High Cost
1185,False,1.9,False,0,False,31,0.4,152.0,8,7,837.0,1642.0,2447,16,2,3,True,True,True,High Cost
577,False,2.4,False,8,True,37,0.9,161.0,6,20,1087.0,1450.0,814,11,7,19,True,True,True,low Cost
737,True,2.4,True,7,False,49,0.6,193.0,4,16,781.0,1463.0,2951,7,0,10,False,True,False,High Cost
704,False,2.2,True,4,False,53,0.2,186.0,6,6,251.0,1013.0,3653,7,1,15,True,True,True,High Cost
525,True,0.5,True,5,False,51,0.5,137.0,8,11,262.0,1587.0,1891,18,3,12,False,True,False,Medium Cost
504,True,0.5,True,5,False,16,0.1,166.0,1,9,767.0,1665.0,701,17,15,15,True,False,True,low Cost
793,False,1.2,True,1,True,38,0.6,176.0,4,7,1226.0,1815.0,3139,6,1,12,True,True,True,Very High Cost
569,False,0.6,True,2,False,39,0.1,184.0,8,9,389.0,739.0,2811,7,6,7,True,False,True,Medium Cost
1590,False,1.9,True,3,True,21,1.0,160.0,5,18,920.0,963.0,1701,11,4,4,True,False,True,Medium Cost
707,False,0.5,False,0,True,16,0.1,194.0,2,0,1027.0,1508.0,1853,17,14,12,True,True,True,Medium Cost
767,False,1.9,False,16,True,19,0.2,185.0,6,17,271.0,1000.0,2445,6,1,6,True,True,True,Medium Cost
1350,True,0.5,True,0,True,50,0.8,181.0,8,4,369.0,544.0,2287,15,1,8,True,True,False,Medium Cost
1117,True,0.6,True,0,False,31,0.2,146.0,2,7,1258.0,1627.0,2003,8,7,14,False,True,True,High Cost
641,True,1.1,False,0,True,7,0.9,192.0,1,3,417.0,759.0,3595,7,5,19,True,True,True,High Cost
1002,False,0.8,True,0,True,35,0.5,83.0,2,4,1345.0,1416.0,1726,16,5,19,True,False,True,Medium Cost
1408,True,2.1,True,10,False,45,0.9,89.0,5,14,613.0,1088.0,3952,8,6,3,False,False,True,Very High Cost
1900,True,2.0,True,1,False,41,0.5,190.0,8,6,912.0,1596.0,850,5,1,4,True,True,True,Medium Cost
726,False,2.9,False,0,False,43,0.1,101.0,8,0,666.0,760.0,1446,17,2,8,True,True,False,low Cost
1544,False,2.3,False,12,True,45,0.1,113.0,8,20,236.0,857.0,1300,8,7,18,True,True,False,Medium Cost
1454,True,1.6,False,6,True,21,0.2,160.0,4,10,186.0,1100.0,719,14,10,10,True,True,True,low Cost
1230,True,2.2,True,6,False,26,0.8,123.0,5,7,416.0,676.0,988,11,5,9,False,True,True,low Cost
1552,False,1.2,False,10,True,53,0.3,180.0,8,18,430.0,658.0,2606,13,6,12,True,False,False,High Cost
1519,False,2.1,False,0,False,32,0.7,200.0,1,10,168.0,1239.0,2912,11,10,15,True,True,False,High Cost
723,True,1.9,False,4,False,30,0.3,102.0,1,7,1467.0,1901.0,2339,19,9,17,False,True,True,High Cost
1191,False,2.4,True,2,False,13,0.9,169.0,1,7,179.0,1813.0,1028,14,6,8,True,True,True,low Cost
1168,False,1.3,False,9,False,61,0.1,90.0,8,10,159.0,1578.0,3173,9,4,17,False,False,True,Very High Cost
1229,False,0.5,True,15,False,14,0.8,191.0,2,16,120.0,1878.0,1667,17,6,17,False,False,True,Medium Cost
1758,True,0.5,False,11,True,13,0.6,190.0,8,14,762.0,1864.0,1897,6,2,15,True,False,False,High Cost
1290,False,0.5,False,0,False,3,0.1,143.0,6,4,600.0,1109.0,1214,9,8,15,False,True,True,Medium Cost
574,False,2.8,True,16,False,38,0.1,90.0,6,17,286.0,1171.0,3269,8,7,10,False,True,False,High Cost
1271,True,0.5,False,12,False,32,0.1,113.0,7,15,1350.0,1949.0,445,15,14,14,False,False,True,low Cost
1170,True,1.2,False,4,False,30,0.4,83.0,8,15,27.0,1722.0,1073,6,4,8,True,True,False,low Cost
1269,True,1.3,False,14,False,52,0.8,118.0,2,15,1597.0,1920.0,665,18,5,5,False,False,False,Medium Cost
1288,False,2.8,True,15,False,50,0.1,121.0,2,20,1177.0,1809.0,3129,17,6,2,False,False,False,Very High Cost
1366,True,0.7,True,0,True,34,0.1,150.0,2,9,402.0,964.0,3501,13,11,3,True,False,False,Very High Cost
1572,True,0.8,True,7,True,8,0.8,169.0,5,8,577.0,1237.0,3461,6,3,10,True,True,True,Very High Cost
1627,False,0.9,True,9,True,32,0.1,180.0,6,16,52.0,1082.0,3206,12,6,16,True,True,False,Very High Cost
1701,True,0.5,False,13,True,46,0.9,115.0,2,15,364.0,828.0,3717,11,0,10,True,True,False,Very High Cost
1900,True,0.5,True,0,True,55,0.9,171.0,1,1,934.0,1241.0,3917,15,5,18,True,False,True,Very High Cost
1974,False,1.0,False,4,False,24,0.3,80.0,7,13,250.0,545.0,861,7,4,6,True,False,True,low Cost
1197,True,0.5,True,9,False,20,0.1,129.0,5,10,214.0,1710.0,2885,19,7,14,True,True,True,High Cost
587,True,2.3,True,4,False,6,0.7,170.0,1,16,612.0,1793.0,2777,9,2,14,True,True,False,High Cost
934,False,1.1,False,7,False,24,0.8,112.0,5,12,1111.0,1463.0,1017,12,7,9,False,False,True,low Cost
1195,False,2.0,True,1,True,23,0.1,82.0,4,9,163.0,1100.0,980,13,9,17,True,False,False,low Cost
1853,True,1.0,False,2,False,23,0.4,92.0,1,15,202.0,1951.0,2775,14,4,17,True,False,False,Very High Cost
1164,False,1.0,False,4,True,19,0.9,95.0,8,18,729.0,1704.0,3309,15,3,3,True,False,True,Very High Cost
1512,True,0.5,False,8,True,18,0.1,88.0,3,17,1079.0,1897.0,3607,12,10,6,True,True,True,Very High Cost
1232,False,2.9,True,1,True,24,0.3,169.0,5,17,361.0,809.0,1257,16,10,16,True,False,False,low Cost
1813,True,0.6,True,0,True,5,0.2,198.0,3,8,338.0,1306.0,759,9,3,14,True,True,False,low Cost
946,True,2.6,True,17,False,5,0.1,166.0,3,20,1698.0,1771.0,3720,15,7,4,False,True,False,Very High Cost
739,True,2.3,True,2,True,58,0.1,88.0,3,4,1052.0,1536.0,475,7,6,6,True,False,True,low Cost
704,True,2.7,False,8,True,29,0.2,80.0,1,10,1108.0,1509.0,1122,9,3,10,True,True,True,low Cost
1663,True,0.5,False,0,False,40,0.6,147.0,4,15,951.0,1545.0,1336,8,5,15,True,False,False,Medium Cost
1966,True,1.4,True,2,False,40,0.9,185.0,8,18,1197.0,1987.0,1185,11,2,20,False,True,False,High Cost
1219,False,1.0,True,0,False,17,0.7,196.0,5,4,473.0,1022.0,705,11,3,6,False,True,True,low Cost
612,True,0.7,False,6,False,35,0.6,181.0,5,12,1294.0,1337.0,3169,14,9,6,False,False,False,High Cost
1658,True,1.4,False,0,True,39,0.7,182.0,1,5,410.0,522.0,3483,10,1,15,True,False,True,Very High Cost
1263,False,0.5,False,12,False,64,0.3,175.0,5,18,178.0,1883.0,1183,14,3,17,False,False,True,Medium Cost
1395,True,2.8,False,0,True,55,0.6,118.0,3,1,782.0,1787.0,3373,11,2,16,True,True,False,Very High Cost
621,True,2.7,True,0,False,54,0.1,151.0,4,20,434.0,910.0,2801,6,1,5,True,True,True,High Cost
652,False,0.5,True,1,False,58,0.6,142.0,3,2,464.0,781.0,565,18,12,9,False,False,True,low Cost
1175,False,0.6,False,10,False,25,0.1,145.0,2,12,137.0,1501.0,3153,9,4,12,True,False,False,High Cost
561,True,1.0,False,0,False,11,0.1,163.0,8,10,492.0,1176.0,3421,16,2,5,True,True,True,High Cost
1137,False,2.2,False,6,True,3,0.9,173.0,5,7,1250.0,1285.0,316,15,14,17,True,False,False,low Cost
1835,True,2.3,False,4,True,11,0.1,193.0,7,13,385.0,583.0,448,18,17,14,True,False,False,low Cost
1170,False,2.9,True,2,False,40,0.4,169.0,6,5,427.0,684.0,2366,16,8,2,True,True,True,Medium Cost
1595,True,0.8,True,0,True,44,0.7,85.0,4,20,1024.0,1838.0,3881,14,10,9,True,False,True,Very High Cost
1719,True,2.0,False,0,False,12,0.3,122.0,8,7,240.0,904.0,462,6,3,5,False,False,False,low Cost
1770,False,2.3,True,0,False,7,0.8,128.0,7,6,886.0,1552.0,1480,6,1,17,True,False,False,Medium Cost
1312,False,0.5,True,0,True,28,0.8,163.0,2,0,1233.0,1854.0,1087,17,16,14,True,False,False,Medium Cost
1878,False,1.5,True,5,True,56,0.3,139.0,5,13,183.0,559.0,2711,8,2,3,True,True,True,High Cost
1871,True,2.0,False,7,True,20,0.1,81.0,7,14,88.0,1682.0,2144,13,12,12,True,True,True,High Cost
922,False,1.5,True,1,True,35,0.9,188.0,7,15,1016.0,1383.0,1165,19,6,4,True,True,True,low Cost
1975,True,1.5,False,6,True,16,0.9,128.0,8,11,80.0,655.0,2998,5,4,13,True,True,False,High Cost
1212,False,2.6,False,1,True,46,0.3,102.0,4,8,611.0,1715.0,2249,14,3,4,True,True,True,High Cost
1430,True,0.9,False,3,False,56,0.1,179.0,3,5,569.0,906.0,752,17,8,17,False,False,True,low Cost
1958,True,1.9,True,0,False,4,0.2,190.0,2,3,304.0,637.0,1409,16,5,3,False,False,False,Medium Cost
1836,True,2.1,True,0,True,30,0.2,184.0,7,15,276.0,1230.0,3072,7,3,5,True,True,False,Very High Cost
557,True,1.6,False,0,False,24,0.5,125.0,3,0,1131.0,1315.0,1305,12,8,3,True,False,True,low Cost
539,True,0.6,True,9,False,21,0.1,145.0,7,14,551.0,599.0,3597,14,5,9,False,False,False,High Cost
880,False,0.5,True,1,False,44,0.5,172.0,8,15,436.0,1302.0,3132,8,7,6,False,True,True,High Cost
1369,True,1.8,True,6,False,34,0.5,162.0,1,7,553.0,727.0,3856,18,4,18,False,True,True,Very High Cost
1109,True,2.7,True,1,False,39,0.4,98.0,1,9,1391.0,1787.0,1524,15,10,7,True,True,True,Medium Cost
843,False,1.8,True,0,False,16,0.1,166.0,5,6,981.0,1096.0,3673,12,1,20,True,False,True,Very High Cost
598,False,2.3,True,7,False,21,0.7,196.0,2,10,680.0,1173.0,3293,8,4,7,True,False,True,High Cost
972,True,2.7,True,1,False,5,1.0,126.0,4,2,687.0,816.0,3035,12,7,19,True,False,True,High Cost
1944,True,0.5,False,5,True,36,0.1,197.0,6,18,1060.0,1970.0,584,17,14,13,True,True,False,Medium Cost
1225,False,0.7,True,0,True,2,0.6,138.0,7,1,217.0,1101.0,2675,12,11,15,True,True,False,High Cost
644,True,1.3,True,7,True,30,0.5,114.0,1,16,1140.0,1654.0,2382,9,0,19,True,False,True,High Cost
1919,False,1.5,False,5,True,48,0.8,150.0,4,6,304.0,1191.0,1391,19,13,12,True,False,True,Medium Cost
501,False,2.3,False,12,True,54,0.3,131.0,4,19,504.0,1089.0,2346,13,12,2,True,False,True,Medium Cost
1620,True,2.2,True,0,True,30,0.2,185.0,3,3,832.0,1033.0,606,6,0,18,True,False,False,low Cost
1227,True,1.1,True,0,False,34,0.2,130.0,3,3,935.0,1781.0,1324,7,3,12,False,True,True,Medium Cost
1359,True,0.5,True,1,True,58,0.5,107.0,6,3,446.0,901.0,1076,16,8,4,True,True,True,low Cost
1914,False,0.7,False,1,False,35,0.6,118.0,8,2,942.0,1701.0,643,17,1,8,True,False,True,Medium Cost
1645,True,1.8,False,1,False,21,0.7,123.0,7,2,897.0,1308.0,783,10,8,20,True,False,False,low Cost
1063,True,1.1,False,0,True,26,0.8,101.0,5,2,1208.0,1232.0,3809,17,16,5,True,False,True,Very High Cost
946,False,2.1,False,0,True,19,0.2,154.0,8,0,159.0,630.0,2104,7,4,16,True,True,False,Medium Cost
1231,False,1.2,True,5,False,54,0.8,185.0,3,10,632.0,1184.0,1762,5,3,6,True,True,False,Medium Cost
1397,False,2.9,True,13,False,9,0.5,87.0,6,18,1308.0,1991.0,3137,12,1,11,True,True,True,Very High Cost
701,True,0.7,False,7,False,15,0.5,160.0,3,11,1002.0,1256.0,1756,6,3,17,True,True,True,Medium Cost
570,True,0.5,True,2,False,9,0.3,111.0,7,5,1331.0,1917.0,3663,14,10,14,False,False,False,Very High Cost
1993,True,0.5,False,10,True,27,0.3,147.0,8,11,150.0,510.0,2437,14,0,9,True,False,False,High Cost
955,False,0.5,True,4,False,43,0.9,143.0,5,8,1248.0,1511.0,1432,12,9,9,True,True,True,Medium Cost
924,False,0.5,True,0,True,47,0.3,167.0,8,6,108.0,1813.0,1620,17,15,12,True,False,False,Medium Cost
600,False,0.5,False,0,False,14,0.8,112.0,5,2,320.0,747.0,1655,18,0,9,False,False,False,low Cost
518,False,0.8,True,0,False,3,0.1,178.0,7,1,437.0,1947.0,2832,5,0,8,True,False,True,High Cost
1063,True,2.5,False,0,True,31,0.9,95.0,6,10,295.0,935.0,961,16,6,5,True,True,False,low Cost
920,True,0.5,False,2,False,46,0.8,149.0,3,3,1058.0,1421.0,2608,6,0,2,False,False,True,High Cost
1715,False,1.9,False,4,True,3,0.1,171.0,5,6,79.0,1652.0,514,7,4,13,True,False,False,low Cost
1841,True,1.3,True,6,False,14,0.6,167.0,8,8,593.0,672.0,2304,7,1,18,False,False,True,High Cost
543,True,0.5,True,4,True,60,0.7,132.0,5,7,693.0,1031.0,933,14,0,5,True,True,False,low Cost
1762,True,2.7,True,13,True,25,0.9,189.0,1,14,300.0,527.0,1896,14,10,20,True,True,True,Medium Cost
1112,True,0.5,True,1,False,53,0.6,121.0,4,16,234.0,739.0,3655,7,3,20,True,True,False,Very High Cost
709,True,2.0,True,0,False,35,0.1,136.0,1,0,1545.0,1596.0,1973,12,9,16,False,True,True,Medium Cost
1315,True,2.6,False,7,False,64,0.8,128.0,7,16,59.0,575.0,3278,6,3,13,False,False,False,High Cost
1762,True,2.5,False,10,True,15,0.3,107.0,8,11,1103.0,1364.0,2183,8,3,11,True,True,False,High Cost
1462,True,1.7,True,1,False,25,0.2,182.0,7,18,91.0,1478.0,824,15,5,13,True,False,True,low Cost
571,False,1.6,True,8,False,35,0.2,186.0,7,20,177.0,1282.0,2598,13,5,8,True,True,False,Medium Cost
666,True,0.5,True,7,True,54,0.4,81.0,3,13,58.0,1353.0,1254,15,9,9,True,True,True,low Cost
1994,False,1.5,True,2,True,7,0.5,146.0,8,7,447.0,1435.0,3622,7,0,20,True,False,True,Very High Cost
1583,True,2.1,True,11,False,14,0.7,148.0,7,16,942.0,1651.0,1704,17,13,2,True,False,True,High Cost
1778,False,1.4,True,3,True,45,1.0,132.0,4,17,88.0,516.0,1624,15,13,9,True,True,False,Medium Cost
1926,True,1.1,False,13,True,50,0.2,179.0,6,17,371.0,1000.0,3809,17,12,17,True,True,False,Very High Cost
966,True,0.6,False,9,True,50,0.2,117.0,4,10,1446.0,1754.0,2574,10,1,5,True,False,True,High Cost
568,False,2.0,False,1,False,36,0.3,179.0,3,4,181.0,1703.0,950,17,9,9,True,False,False,low Cost
1897,False,3.0,False,1,True,21,0.5,192.0,8,2,1311.0,1935.0,273,17,6,3,True,True,True,low Cost
1695,False,0.5,True,6,True,46,0.7,200.0,3,9,1791.0,1898.0,446,16,13,15,True,True,True,Medium Cost
1623,True,1.2,False,6,True,61,0.9,120.0,7,12,1568.0,1832.0,1510,12,10,17,True,True,False,High Cost
914,True,0.5,False,0,True,26,0.7,147.0,4,0,706.0,721.0,1122,12,9,2,True,True,True,low Cost
1721,True,0.5,True,4,True,33,0.5,128.0,4,5,871.0,1048.0,707,19,2,5,True,True,True,low Cost
890,True,2.2,True,4,False,44,0.5,198.0,8,13,1074.0,1873.0,751,7,3,3,False,False,False,low Cost
600,False,0.5,False,1,False,48,0.8,191.0,3,7,501.0,1465.0,3393,12,7,8,True,False,False,High Cost
1677,False,1.8,True,4,False,11,0.7,124.0,6,8,271.0,1477.0,3771,15,6,12,True,False,False,Very High Cost
723,False,0.5,False,0,True,3,0.2,168.0,4,3,920.0,1748.0,1851,15,3,16,True,False,False,Medium Cost
638,False,1.7,True,11,False,27,0.5,102.0,4,17,1171.0,1383.0,2735,7,2,9,True,True,False,High Cost
852,False,1.0,True,4,True,62,0.7,104.0,7,13,293.0,1159.0,2253,17,4,7,True,True,False,Medium Cost
1979,True,1.6,True,0,False,32,0.2,165.0,7,1,833.0,1630.0,452,13,6,14,False,True,False,low Cost
710,True,0.5,False,6,False,32,0.8,151.0,5,9,485.0,857.0,1419,12,11,18,False,True,False,low Cost
1034,False,2.6,True,2,True,45,0.3,190.0,3,4,182.0,1293.0,969,15,1,7,True,False,False,low Cost
600,False,2.5,True,8,True,22,0.1,145.0,1,11,207.0,1162.0,3441,19,1,5,True,False,False,High Cost
1027,False,0.5,False,2,True,64,0.9,103.0,2,7,1698.0,1747.0,3786,17,12,12,True,False,False,Very High Cost
1260,False,0.6,False,5,True,13,1.0,106.0,6,6,165.0,736.0,2710,13,1,8,True,True,False,High Cost
1793,False,1.8,True,10,False,12,0.5,169.0,6,17,1086.0,1418.0,3533,16,14,15,True,True,True,Very High Cost
675,False,2.3,False,10,False,60,0.9,144.0,5,15,192.0,757.0,1735,7,0,13,True,False,True,low Cost
658,True,2.7,False,0,True,12,0.9,103.0,7,3,1156.0,1750.0,3587,14,11,20,True,False,False,Very High Cost
1694,True,0.6,False,0,True,34,0.3,102.0,7,7,377.0,549.0,2298,17,5,2,True,True,False,High Cost
804,True,0.8,True,12,True,41,0.9,89.0,1,13,709.0,818.0,2027,11,5,11,True,False,False,Medium Cost
1713,False,2.5,True,1,False,27,0.9,127.0,7,3,729.0,974.0,2406,13,10,20,True,False,True,High Cost
706,False,0.5,False,13,True,31,0.1,108.0,3,19,543.0,938.0,2419,8,7,4,True,False,True,Medium Cost
1362,False,0.5,False,3,False,25,0.8,131.0,7,9,553.0,1505.0,995,7,6,18,False,True,True,low Cost
1527,False,2.7,False,10,True,60,0.1,154.0,5,14,526.0,1116.0,2078,5,3,11,True,True,True,High Cost
768,False,0.5,True,0,False,19,0.9,159.0,2,1,637.0,991.0,1145,19,1,7,False,False,True,low Cost
1314,False,2.9,True,8,True,41,0.1,155.0,4,12,113.0,577.0,626,10,4,4,True,True,True,low Cost
705,True,0.5,False,5,True,57,0.9,155.0,6,9,1114.0,1374.0,1509,15,11,18,True,True,True,Medium Cost
1403,False,2.7,False,2,True,26,0.1,164.0,5,3,461.0,1251.0,3371,13,9,9,True,False,True,Very High Cost
1486,False,2.6,False,7,False,52,0.1,85.0,4,15,1430.0,1747.0,297,13,1,15,False,True,False,low Cost
781,False,1.1,False,2,False,38,0.4,198.0,5,7,304.0,1674.0,3508,13,8,5,False,False,True,Very High Cost
986,True,1.5,False,1,True,23,0.8,183.0,8,3,471.0,800.0,2385,16,9,19,True,False,False,Medium Cost
1310,False,1.4,False,0,False,33,0.4,105.0,1,14,806.0,1016.0,1301,13,12,19,False,False,True,Medium Cost
560,True,2.0,True,6,True,57,0.3,81.0,3,12,80.0,1327.0,2167,11,10,7,True,False,True,Medium Cost
1348,False,1.3,False,0,False,43,0.4,116.0,5,6,204.0,501.0,3914,10,3,8,True,False,True,Very High Cost
1567,False,0.5,True,3,False,22,0.5,119.0,6,6,545.0,1621.0,2312,9,1,18,True,False,False,High Cost
1940,True,0.9,True,4,False,17,0.7,93.0,5,7,112.0,858.0,2297,14,6,8,False,True,False,High Cost
1979,True,2.9,True,0,True,19,1.0,176.0,3,9,1331.0,1532.0,411,8,2,2,True,True,True,low Cost
561,True,2.1,True,7,True,2,0.1,193.0,3,13,1055.0,1294.0,665,10,0,4,True,True,False,low Cost
1717,True,1.3,False,1,False,62,0.7,130.0,1,3,609.0,810.0,3226,6,4,5,False,True,False,Very High Cost
535,False,1.5,False,1,True,48,0.7,113.0,1,4,290.0,811.0,740,11,10,18,True,True,False,low Cost
1413,False,0.5,True,4,True,39,0.1,185.0,5,12,1039.0,1318.0,3878,19,16,4,True,False,False,Very High Cost
1358,False,2.5,True,0,False,20,0.6,135.0,7,0,1485.0,1655.0,3406,5,1,11,False,False,True,Very High Cost
1519,False,2.9,False,2,False,30,0.7,112.0,7,8,1122.0,1702.0,2440,9,5,10,True,True,True,High Cost
1254,False,1.2,True,2,False,50,0.7,108.0,5,6,462.0,1013.0,3959,10,4,17,True,True,False,Very High Cost
1591,True,2.2,False,3,True,49,0.4,154.0,6,7,1384.0,1883.0,3703,17,6,20,True,True,False,Very High Cost
977,True,2.8,True,2,False,35,0.6,165.0,2,15,1502.0,1862.0,3714,19,3,10,False,True,True,Very High Cost
1640,True,0.7,False,10,True,21,0.8,169.0,7,14,589.0,1301.0,337,16,3,5,True,True,False,low Cost
663,False,0.8,True,0,False,25,0.6,183.0,2,1,82.0,1605.0,3176,6,2,2,True,False,True,High Cost
1744,True,1.0,False,1,True,20,0.5,112.0,8,3,68.0,718.0,1205,18,7,14,True,False,False,Medium Cost
1624,False,1.6,True,8,False,28,0.4,150.0,2,10,689.0,699.0,2473,16,11,2,True,False,False,High Cost
1108,True,1.3,True,14,True,2,0.3,169.0,7,20,208.0,1742.0,1229,5,3,4,True,True,False,low Cost
1188,True,1.4,True,0,True,9,0.6,114.0,2,0,1339.0,1558.0,2896,12,11,16,True,False,True,Very High Cost
817,False,1.3,False,0,False,11,0.5,144.0,3,11,722.0,766.0,2039,11,6,19,False,True,False,Medium Cost
863,False,1.6,True,5,True,6,0.7,133.0,4,13,717.0,1799.0,520,10,2,18,True,False,True,low Cost
1397,False,2.4,True,5,True,3,0.2,121.0,3,15,433.0,1658.0,1378,18,15,4,True,True,True,Medium Cost
1108,False,1.0,False,3,False,49,0.7,140.0,5,12,1298.0,1666.0,3254,12,0,16,True,False,False,Very High Cost
1068,False,2.0,True,1,True,37,0.9,184.0,7,13,186.0,1998.0,1803,5,4,7,True,False,False,Medium Cost
1702,True,2.3,False,12,True,52,0.5,145.0,2,15,1397.0,1491.0,2501,16,12,4,True,False,False,Very High Cost
808,False,0.5,True,0,False,8,0.1,192.0,4,1,618.0,1891.0,3762,15,9,12,True,False,True,Very High Cost
1156,False,0.5,False,6,False,61,0.1,89.0,7,9,1214.0,1262.0,1796,16,6,13,False,True,True,Medium Cost
1271,False,0.5,True,2,False,54,0.1,159.0,8,3,613.0,650.0,990,14,11,6,False,True,True,low Cost
696,False,0.5,False,6,False,51,0.3,197.0,3,8,649.0,907.0,2630,18,8,9,False,False,True,Medium Cost
1981,True,1.9,True,13,False,45,0.3,175.0,6,18,193.0,1234.0,1380,10,1,13,False,True,False,Medium Cost
614,False,1.7,True,0,True,58,0.2,128.0,7,2,22.0,519.0,3487,15,6,11,True,True,True,High Cost
1590,False,0.6,True,0,False,7,0.3,122.0,3,17,1464.0,1595.0,1201,12,3,18,True,True,True,Medium Cost
1945,False,1.6,False,4,False,21,0.7,113.0,3,10,280.0,895.0,3015,6,1,15,False,False,False,Very High Cost
1135,True,2.8,True,9,False,43,0.4,158.0,1,11,690.0,1589.0,3204,18,13,6,True,False,False,Very High Cost
1049,False,0.6,True,8,True,2,0.3,172.0,6,10,39.0,1564.0,433,10,7,6,True,False,False,low Cost
1807,True,2.1,False,2,False,49,0.8,125.0,1,10,337.0,1384.0,1906,17,13,13,False,True,True,High Cost
984,True,0.5,False,13,True,42,0.8,98.0,7,17,1036.0,1611.0,898,16,8,13,True,True,False,low Cost
720,True,1.4,True,0,True,61,0.6,96.0,7,8,1347.0,1733.0,2799,5,3,15,True,False,True,Very High Cost
1536,False,0.8,False,12,False,13,0.3,105.0,7,20,22.0,1634.0,2020,6,0,16,True,True,False,High Cost
771,True,0.5,False,3,False,25,1.0,86.0,4,6,327.0,922.0,770,12,1,20,False,True,False,low Cost
503,False,2.5,False,3,False,57,0.6,185.0,6,11,778.0,1291.0,305,11,8,16,False,False,True,low Cost
675,False,2.4,False,1,False,42,0.6,187.0,7,2,482.0,874.0,2953,9,5,13,True,True,False,High Cost
1936,True,1.9,True,13,True,34,0.2,182.0,7,14,591.0,1089.0,1671,6,1,9,True,False,True,Medium Cost
1303,False,1.0,True,0,True,15,0.1,138.0,3,10,229.0,1604.0,2574,12,4,14,True,True,True,High Cost
1004,True,2.9,True,0,False,35,0.2,141.0,6,9,901.0,1162.0,3772,17,8,18,False,True,True,Very High Cost
